Product ID;Obraz;Nazwa;Kategoria;Cena (netto);Cena (brutto);Ilość
73;TODO;DUCASTAING VS ARMAGNAC 0,7L 40%;Armaniak;140,00;140,00;17
73;TODO;DUCASTAING XO ARMAGNAC 0,7L 40%;Armaniak;290,00;290,00;26
73;TODO;SEMPE 15YO SAINT PIERRE ARMAGNAC 0,7L 40%;Armaniak;359,00;359,00;23
73;TODO;1804 NAPOLEON BRANDY 0,7L 36%;Brandy;73,99;73,99;11
73;TODO;ARARAT 3YO BRANDY 0,7L 40%;Brandy;87,99;87,99;27
73;TODO;ARARAT 5YO BRANDY 0,7L 40%;Brandy;100,00;100,00;25
73;TODO;ARARAT AKHTAMAR 10YO BRANDY 0,7L 40%;Brandy;199,00;199,00;28
73;TODO;ARARAT DVIN AGED COLLECTION RESERVE BRANDY 0,7L 50%;Brandy;369,00;369,00;11
73;TODO;ARARAT NAIRI 20YO BRANDY  0,7L 40%;Brandy;499,00;499,00;22
73;TODO;ARARAT OTBORNY 7YO BRANDY 0,7L 40%;Brandy;155,00;155,00;20
73;TODO;ARARAT VASPURAKAN 15YO BRANDY 0,7L 40%;Brandy;379,00;379,00;21
73;TODO;ASBACH 8YO BRANDY 0,7L 40%;Brandy;160,00;160,00;27
73;TODO;ASBACH URALT BRANDY 0,7L 38%;Brandy;94,99;94,99;10
73;TODO;BUDAFOK BRANDY 36%;Brandy;41,99;41,99;10
73;TODO;BUDAFOK EXCLUSIVE 8YO BRANDY 0,7L 36%;Brandy;94,99;94,99;29
73;TODO;APPLE WÓDKA ŻYTNIA 0,35L 40%;Ciekawy kształt;119,00;119,00;15
73;TODO;APTECZKA NA 167 PIEROŃSKICH BOLEŚCI 4x0,1L 40%;Ciekawy kształt;175,00;175,00;16
73;TODO;APTECZKA NA OSTRY WIECZÓR I NOCNE HARCE 4x0,1L 40%;Ciekawy kształt;175,00;175,00;10
73;TODO;AUTOBUS LONDON WÓDKA ŻYTNIA 0,5L 40%;Ciekawy kształt;180,00;180,00;15
73;TODO;BABA YAGA PREMIUM WÓDKA 1L 40%;Ciekawy kształt;145,00;145,00;24
73;TODO;BABA YAGA WHISKY 1L 40%;Ciekawy kształt;145,00;145,00;15
73;TODO;BANKNOT ZŁOTY WÓDKA ŻYTNIA 0,35L 40%;Ciekawy kształt;105,00;105,00;11
73;TODO;BULDOG WÓDKA ŻYTNIA 0,5L 40%;Ciekawy kształt;175,00;175,00;22
73;TODO;BULDOŻER Z CYSTERNĄ BRANDY 0,2L 40%;Ciekawy kształt;289,00;289,00;28
73;TODO;CIĘŻARÓWKA BRANDY 0,35L 40%;Ciekawy kształt;299,00;299,00;30
73;TODO;COSA NOSTRA WHISKY 0,7L 40%;Ciekawy kształt;249,00;249,00;28
73;TODO;CRYSTAL HEAD AURORA VODKA 0,7L 40%;Ciekawy kształt;410,00;410,00;18
73;TODO;DĘBOWA POLSKA 40%;Dębowa Polska;63,99;63,99;21
73;TODO;DĘBOWA POLSKA 40% + TUBA;Dębowa Polska;84,99;84,99;14
73;TODO;DĘBOWA POLSKA ADVOCAT LIKIER 0,7L 20% + CZEKOLADOWE KIELISZKI;Dębowa Polska;100,00;100,00;14
73;TODO;DĘBOWA POLSKA ADVOCATKA CHOCOLATE CREAM LIKIER 0,7L 21%;Dębowa Polska;81,99;81,99;21
73;TODO;DĘBOWA POLSKA ADVOCATKA COFFEE CREAM LIKIER 0,7L 18%;Dębowa Polska;84,99;84,99;19
73;TODO;DĘBOWA POLSKA ADVOCATKA GOLDEN CREAM LIKIER 0,7L 20%;Dębowa Polska;79,99;79,99;23
73;TODO;DĘBOWA POLSKA ANTAŁEK GÓRNIKA 0,7L 40%;Dębowa Polska;185,00;185,00;12
73;TODO;DĘBOWA POLSKA ANTAŁEK MEDYKA 0,7L 40%;Dębowa Polska;185,00;185,00;19
73;TODO;DĘBOWA POLSKA ANTAŁEK STRAŻAKA 0,7L 40%;Dębowa Polska;185,00;185,00;25
73;TODO;DĘBOWA POLSKA BECZKA 40%;Dębowa Polska;285,00;285,00;20
73;TODO;DĘBOWA POLSKA BUDKA DLA PTAKÓW 1L 40% + 4 KIELISZKI;Dębowa Polska;275,00;275,00;28
73;TODO;DĘBOWA POLSKA BUDZIK 0,7L 40%;Dębowa Polska;255,00;255,00;16
73;TODO;MIÓD PITNY BERNARDYŃSKI TRÓJNIAK KAMIONKA GĄSIOREK 0,25L 13%;Nalewka & Miód pitny;38,99;38,99;26
73;TODO;MIÓD PITNY DOMINIKAŃSKI DWÓJNIAK  0,5L 16% KARTON + 2 CZARKI;Nalewka & Miód pitny;100,00;100,00;13
73;TODO;MIÓD PITNY DOMINIKAŃSKI DWÓJNIAK 0,5L 16% W SKRZYNCE DREWNIANEJ + 2 CZARKI;Nalewka & Miód pitny;125,00;125,00;28
73;TODO;MIÓD PITNY DOMINIKAŃSKI DWÓJNIAK KAMIONKA 0,5L 16%;Nalewka & Miód pitny;64,99;64,99;13
73;TODO;MIÓD PITNY DOMINIKAŃSKI DWÓJNIAK KAMIONKA GĄSIOREK 0,25L 16%;Nalewka & Miód pitny;45,99;45,99;25
73;TODO;MIÓD PITNY JADWIGA PÓŁTORAK 0,75L 16% KARAFKA W DREWNIANEJ SKRZYNCE + 2 KIELISZKI;Nalewka & Miód pitny;250,00;250,00;20
73;TODO;MIÓD PITNY JADWIGA PÓŁTORAK KAMIONKA 0,5L 16%;Nalewka & Miód pitny;74,99;74,99;20
73;TODO;MIÓD PITNY JADWIGA PÓŁTORAK KAMIONKA GĄSIOREK 0,25L 16%;Nalewka & Miód pitny;53,99;53,99;20
73;TODO;MIÓD PITNY JADWIGA PÓŁTORAK KARAFKA 0,75L 16%;Nalewka & Miód pitny;125,00;125,00;15
73;TODO;MIÓD PITNY JADWIGA PÓŁTORAK MUSTANG 0,75L 16%;Nalewka & Miód pitny;150,00;150,00;11
73;TODO;MIÓD PITNY JADWIGA PÓŁTORAK OPLOT 0,75L 16%;Nalewka & Miód pitny;115,00;115,00;11
73;TODO;MIÓD PITNY KASZTELAŃSKI TRÓJNIAK KAMIONKA 0,75L 13%;Nalewka & Miód pitny;49,99;49,99;15
73;TODO;CAPARZO DI BRUNELLO GRAPPA 0,7L 41%;Grappa;280,00;280,00;13
73;TODO;LE DICIOTTO LUNE RISERVA BOTTE PORTO GRAPPA 0,7L 42%;Grappa;275,00;275,00;22
73;TODO;LE DICIOTTO LUNE STRAVECCHIA GRAPPA 0,7L 41%;Grappa;240,00;240,00;10
73;TODO;RONER CHARDONNAY GRAPPA 0,7L 43%;Grappa;245,00;245,00;19
73;TODO;RONER GEWURZTRAMINER GRAPPA 0,7L 43%;Grappa;265,00;265,00;22
73;TODO;RONER LA DELICATA GRAPPA 0,7L 40%;Grappa;155,00;155,00;22
73;TODO;RONER LA MORBIDA AMBRA GRAPPA 0,7L 40%;Grappa;225,00;225,00;24
73;TODO;24 HERBS BOTANIC GIN 0,7L 40%;Gin;95,99;95,99;13
73;TODO;24 HERBS CUCUMBER & MINT GIN 0,7L 40%;Gin;95,99;95,99;24
73;TODO;24 HERBS MANGO & LIME GIN 0,7L 40%;Gin;95,99;95,99;12
73;TODO;ABK6 ESTATE BIO GIN 0,7L 40%;Gin;215,00;215,00;18
73;TODO;AKORI CHERRY BLOSSOM GIN 0,7L 40%;Gin;150,00;150,00;12
73;TODO;RONER LA MORBIDA GRAPPA 0,7L 40%;Grappa;190,00;190,00;20
73;TODO;RONER LA ORO GOLD GRAPPA 0,7L 40%;Grappa;175,00;175,00;10
73;TODO;RONER SAUVIGNON GRAPPA 0,7L 43%;Grappa;235,00;235,00;14
73;TODO;VIA ROMA BRUNELLO GRAPPA 0,7L 40%;Grappa;279,00;279,00;12
73;TODO;ALBERT MICHLER GENUINE GIN 0,7L 44%;Gin;169,00;169,00;23
73;TODO;ALBERT MICHLER GREEN GIN 0,7L 44%;Gin;169,00;169,00;27
73;TODO;ALBERT MICHLER ORANGE GIN 0,7L 44%;Gin;169,00;169,00;30
73;TODO;AMPERSAND BLUEBERRY GIN 0,7L 37,5%;Gin;125,00;125,00;30
73;TODO;AMPERSAND CITRON GIN 0,7L 40%;Gin;125,00;125,00;28
73;TODO;AMPERSAND STRAWBERRY GIN 0,7L 37,5%;Gin;125,00;125,00;26
73;TODO;ASHMONT PREMIUM GIN 0,7L 43%;Gin;139,00;139,00;19
73;TODO;KONIAK ABK6 VS PURE SINGLE 0,7L 40%;Koniak;285,00;285,00;15
73;TODO;KONIAK ABK6 VSOP GRAND CRU 0,7L 40%;Koniak;375,00;375,00;27
73;TODO;KONIAK ABK6 XO FAMILY RESERVE 0,7L 40%;Koniak;815,00;815,00;24
73;TODO;KONIAK ABK6 XO RENAISSANCE 0,7L 40%;Koniak;875,00;875,00;20
73;TODO;KONIAK CAMUS VS INTENSELY AROMATIC 0,7L 40%;Koniak;180,00;180,00;20
73;TODO;KONIAK CAMUS VSOP INTENSELY AROMATIC 0,7L 40%;Koniak;235,00;235,00;25
73;TODO;KONIAK CLAUDE CHATELIER VS 0,7L 40%;Koniak;170,00;170,00;10
73;TODO;KONIAK CLAUDE CHATELIER VSOP 0,7L 40%;Koniak;235,00;235,00;29
73;TODO;KONIAK CLAUDE CHATELIER XO 0,5L 40%;Koniak;260,00;260,00;17
73;TODO;KONIAK CLAUDE CHATELIER XO EXTRA 0,7L 40%;Koniak;420,00;420,00;11
73;TODO;KONIAK COURVOISIER VS 0,7L 40%;Koniak;259,00;259,00;15
73;TODO;KONIAK D'AINCOURT EXTRA 0,7L 40%;Koniak;1 800,00;1 800,00;25
73;TODO;AGWA DE BOLIVIA XO LIKIER 0,7L 43%;Likier;295,00;295,00;20
73;TODO;AMARULA CREAM LIKIER 0,7L 17%;Likier;79,99;79,99;15
73;TODO;AMARULA MARULA VEGAN COCONUT BASED LIKIER 0,7L 15,5%;Likier;105,00;105,00;25
73;TODO;APEROL APERITIVO LIKIER 0,7L 11%;Likier;84,99;84,99;18
73;TODO;BAILEYS ESPRESSO CREME LIKIER 0,7L 17%;Likier;94,99;94,99;23
73;TODO;BAILEYS ORIGINAL IRISH CREAM LIKIER 17%;Likier;57,99;57,99;21
73;TODO;BAILEYS SALTED CARAMEL LIKIER 0,7L 17%;Likier;94,99;94,99;25
73;TODO;BARDINET AMARETTO LIKIER 0,7L 25%;Likier;59,99;59,99;29
73;TODO;BARDINET CHERRY BRANDY LIKIER 0,7L 25%;Likier;83,99;83,99;27
73;TODO;BARDINET CREME DE CACAO LIKIER 0,7L 25%;Likier;59,99;59,99;22
73;TODO;BARDINET CREME DE CASSIS DE DIJON LIKIER 0,7L 16%;Likier;65,99;65,99;10
73;TODO;BARDINET CREME DE MENTHE LIKIER 0,7L 25%;Likier;65,99;65,99;14
73;TODO;ALEBROWAR AMBER BOY 0,5L 5%;Piwo;10,50;10,50;19
73;TODO;ALEBROWAR CRAZY MIKE 0,5L 9%;Piwo;12,99;12,99;16
73;TODO;ALEBROWAR KING OF HOP 0,5L 5%;Piwo;11,50;11,50;11
73;TODO;ALEBROWAR ROWING JACK 0,5L 6,2%;Piwo;10,99;10,99;15
73;TODO;ALEBROWAR SWEET COW 0,5L 5%;Piwo;9,50;9,50;24
73;TODO;BIRBANT MANGO WEIZEN 0,5L 5,2%;Piwo;10,00;10,00;14
73;TODO;BIRBANT PILS 0,5L 5,1%;Piwo;7,99;7,99;11
73;TODO;BIRBANT RED AIPA 0,5L 6,7%;Piwo;10,99;10,99;27
73;TODO;BROWAR AMBER JOHANNES 0,5L 6,5%;Piwo;6,99;6,99;29
73;TODO;BROWAR AMBER KOŹLAK 0,5L 6,5%;Piwo;7,99;7,99;27
73;TODO;CORNELIUS HAZY BANAN 0,5L 3%;Piwo;7,99;7,99;14
73;TODO;CORNELIUS HAZY GRAPEFRUIT 0,5L 3%;Piwo;7,99;7,99;28
73;TODO;JACHT WÓDKA ŻYTNIA 0,5L 40%;Nowości;180,00;180,00;23
73;TODO;CHIVAS REGAL ULTIS XX WHISKY 0,7L 40%;Nowości;750,00;750,00;18
73;TODO;PROPER NO. TWELVE APPLE SPIRIT DRINK WHISKEY 0,7L 35%;Nowości;100,00;100,00;17
73;TODO;BOEIRA 20 YEARS TAWNY KING PORTO 0,75L 19,5%;Nowości;370,00;370,00;12
73;TODO;BOEIRA 30 YEARS TAWNY KING PORTO 0,75L 19,5%;Nowości;600,00;600,00;10
73;TODO;ANGEL'S ENVY PORT FINISH BOURBON 0,7L 43,3%;Nowości;325,00;325,00;27
73;TODO;APPLE WÓDKA ŻYTNIA 0,35L 40%;Nowości;119,00;119,00;14
73;TODO;CITADELLE ROUGE GIN 0,7L 41,7%;Nowości;165,00;165,00;20
73;TODO;MARTINI VIBRANTE BEZALKOHOLOWE 0,75L 0%;Nowości;45,99;45,99;13
73;TODO;MARTINI FLOREALE BEZALKOHOLOWE 0,75L 0%;Nowości;45,99;45,99;17
73;TODO;ROYAL SWAN STRAWBERRY CREAM & TEQUILA LIKIER 0,7L 15%;Nowości;54,99;54,99;25
73;TODO;BACOO 4YO DOMINICAN RUM 0,7L 40%;Nowości;155,00;155,00;25
73;TODO;JIM BEAM 4YO BOURBON 40%;Bourbon;63,99;63,99;12
73;TODO;JIM BEAM BLACK EXTRA-AGED BOURBON 0,7L 43%;Bourbon;110,00;110,00;23
73;TODO;JIM BEAM DOUBLE OAK BOURBON 0,7L 43%;Bourbon;110,00;110,00;20
73;TODO;JIM BEAM RED STAG BLACK CHERRY 4YO BOURBON 0,7L 32,5%;Bourbon;84,99;84,99;26
73;TODO;JIM BEAM RYE PRE - PROHIBITION BOURBON 0,7L 40%;Bourbon;110,00;110,00;16
73;TODO;JIM BEAM SINGLE BARREL BOURBON 0,7L 47,5%;Bourbon;200,00;200,00;27
73;TODO;BACARDI CARTA BLANCA RUM 0,7L 37,5% W SKRZYNCE DREWNIANEJ;Alkohol na prezent;125,00;125,00;30
73;TODO;BACARDI CARTA NEGRA RUM 0,7L 37,5% W SKRZYNCE DREWNIANEJ;Alkohol na prezent;125,00;125,00;10
73;TODO;BACARDI CARTA ORO SUPERIOR GOLD RUM 0,7L 37,5% W SKRZYNCE DREWNIANEJ;Alkohol na prezent;125,00;125,00;10
73;TODO;BACARO NERO D’AVOLA 0,75L W SKRZYNCE DREWNIANEJ;Alkohol na prezent;120,00;120,00;14
73;TODO;BAGNASCO CHARDONNAY FRIZZANTE 0,75L W SKRZYNCE DREWNIANEJ;Alkohol na prezent;100,00;100,00;19
73;TODO;KNOB CREEK SMALL BATCH BOURBON 0,7L 50%;Bourbon;215,00;215,00;19
73;TODO;MAKER'S MARK 46 BOURBON 0,7L 47%;Bourbon;189,00;189,00;20
73;TODO;MAKER'S MARK BOURBON 0,7L 45%;Bourbon;145,00;145,00;12
73;TODO;OLD GRAND DAD BOURBON 1L 43%;Bourbon;345,00;345,00;17
73;TODO;PENNY PACKER BOURBON 0,7L 40%;Bourbon;89,99;89,99;24
73;TODO;WILD TURKEY 101 8YO BOURBON 0,7L 50,5%;Bourbon;160,00;160,00;10
73;TODO;BAILEYS IRISH CREAM ORIGINAL 0,7L 17% W SKRZYNCE DREWNIANEJ + KAWA;Alkohol na prezent;185,00;185,00;14
73;TODO;BALLANTINE'S 7YO WHISKY 0,7L 40% W SKRZYNCE DREWNIANEJ + 3 SZKLANKI;Alkohol na prezent;185,00;185,00;11
73;TODO;BALLANTINE'S WHISKY 0,7L 40% W SKRZYNCE DREWNIANEJ + CZEKOLADKI;Alkohol na prezent;150,00;150,00;21
73;TODO;BECHEROVKA ORIGINAL LIKIER ZIOŁOWY 0,5L 38% W SKRZYNCE DREWNIANEJ;Alkohol na prezent;115,00;115,00;21
73;TODO;BEEFEATER LONDON DRY GIN 0,7L 40% W SKRZYNCE DREWNIANEJ;Alkohol na prezent;140,00;140,00;18
73;TODO;BELVEDERE VODKA 0,5L 40% W SKRZYNCE DREWNIANEJ;Alkohol na prezent;175,00;175,00;21
73;TODO;BELVEDERE VODKA 0,5L 40% W SKRZYNCE DREWNIANEJ + 6 KIELISZKÓW;Alkohol na prezent;245,00;245,00;27
73;TODO;AMUNDSEN VODKA 40%;Wódka;46,99;46,99;14
73;TODO;ANCIENT TECHNOLOGY BIMBER STARZONY VODKA 0,7L 43% ETUI + 2 KIELISZKI;Wódka;320,00;320,00;10
